|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
7|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other countries|8|2812040|5640476|15626511|43020|976805|169788|416340|1730211|1727|722223|1222000|607341|348211|4631713|30316693
8|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - Total (6 to 8)|9|3433663|5643159|35939263|2095881|3298322|4491650|597761|3754378|70310|4523352|1230663|663265|1057899|11299867|66799566
9|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net premiums written|10|15997425|149300|23514270|85319427|36268131|59014325|24814147|9105403|1772191|4257131|328835|0|3990366|19453926|264530951
10|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at beginning of period|11|838341|182165|8745378|46166256|17406293|11984520|10210968|3372591|709233|3622180|86615|36256|904538|8731413|104265334
11|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at end of period|12|525609|167740|7881112|45887600|19237608|13334250|10411774|3960880|620977|2445924|181022|67867|787403|8064073|105509766
12|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premiums earned during the period|13|16310157|163725|24378536|85598083|34436816|57664595|24613341|8517114|1860447|5433387|234428|-31611|4107501|20121266|263286519
13|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Direct business|14|6805773|258708|15308177|52582945|19424688|12517460|13409458|2524330|812291|8997535|35410|0|967544|13337110|133644319
14|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|-1675|-54|23826|10595|360967|9099|140229|192583|2859|63571|0|0|7893|266906|809893
15|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (15 to 17)|18|-1675|-54|23826|10595|360967|9099|140229|192583|2859|63571|0|0|7893|266906|809893
18|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|1105837|0|4776167|224187|795791|233527|78070|272920|35953|3719970|0|0|23001|4051844|11265423
19|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|621|0|106226|0|0|0|0|0|101|0|0|0|0|101|106948
20|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|696557|224512|6575245|17028|236326|15284|165559|201953|541|3928337|13835|0|98693|4243359|12173870
21|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (19 to 21)|22|1803015|224512|11457638|241215|1032117|248811|243629|474873|36595|7648307|13835|0|121694|8295304|23546241
22|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims settled|23|5001083|34142|3874365|52352325|18753538|12277748|13306058|2242040|778555|1412799|21575|0|853743|5308712|110907971
23|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at end of period|24|3916954|90192|9839902|68256844|51997604|11456066|6705609|20503148|1163613|4862218|628239|0|964442|28121660|180384831
24|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at beginning of period|25|7057978|72528|8592233|68208048|52670654|13909475|6933705|21305188|1283487|5259915|564037|0|1641606|30054233|187498854
25|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims incurred|26|1860059|51806|5122034|52401121|18080488|9824339|13077962|1440000|658681|1015102|85777|0|176579|3376139|103793948
26|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Management Expenses|27|4779863|1595235|12248394|16915011|7685665|11596041|5134273|2738762|370215|1735214|281597|178918|927698|6232404|66186886
27|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Commissions|28|1527516|22186|11961670|15174874|4551542|14172802|3279074|1636802|382597|1330807|460935|29277|939550|4779968|55469632
28|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Reinsurance commissions|29|420594|754549|5179719|27092|375616|1026944|19774|588355|7913|561889|427053|143334|145405|1873949|9678237
29|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net commissions incurred|30|1106922|-732363|6781951|15147782|4175926|13145858|3259300|1048447|374684|768918|33882|-114057|794145|2906019|45791395
30|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Other distribution expenses|31|231349|22983|1431857|2422449|1087914|1960641|641292|283780|47091|232836|49064|3717|154148|770636|8569121
31|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Underwriting gain / (loss)|32|8331964|-773936|-1205700|-1288280|3406823|21137716|2500514|3006125|409776|1681317|-215892|-100189|2054931|6836068|38945169
32|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|F. NET INVESTMENT INCOME|33|230106|22285|1350172|2282583|1025140|1846521|604553|267727|44390|219441|46205|3570|145180|726513|8087873
33|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|G. OPERATING RESULT|34|8562070|-751651|144472|994303|4431963|22984237|3105067|3273852|454166|1900758|-169687|-96619|2200111|7562581|47033042
34|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net Loss Ratio|35|0.312617999459288|0.22868050904219692|0.1647665438901569|0.6136038044418652|0.5170803535478572|0.20804691064415293|0.5362287085669316|0.2462318252141064|0.43931777105289443|0.3318664612388014|0.06561041251691578|0|0.2139510511065902|0.27288640863546|0.41926273874848013
35|2014|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Movement in Net Claims Liabilities|36|-3141024|17664|1247669|48796|-673050|-2453409|-228096|-802040|-119874|-397697|64202|0|-677164|-1932573|-7114023
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Direct business|1|16357418|8714997|59682566|74723594|36570303|69171915|26033805|11377656|1774376|9215426|2714707|2641490|5217868|32941523|324196121
1|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted in Singapore|2|111316|0|386531|16922|179711|29730|121707|56892|992|13543|55747|0|20443|147617|993534
2|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Total (2 to 4)|5|111316|0|386531|16922|179711|29730|121707|56892|992|13543|55747|0|20443|147617|993534
5|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - In Singapore|6|510637|1204|17298822|1623818|1906937|4086085|138004|1114689|100482|3787556|175339|60330|661536|5899932|31465439
6|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other ASEAN countries|7|102134|1047|448201|0|0|1600|-5364|0|0|10477|0|0|0|10477|558095
7|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other countries|8|1853471|8576589|14632755|32268|291043|150309|73853|1482388|1410|1115457|2074824|2532161|327862|7534102|33144390
8|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - Total (6 to 8)|9|2466242|8578840|32379778|1656086|2197980|4237994|206493|2597077|101892|4913490|2250163|2592491|989398|13444511|65167924
9|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net premiums written|10|14002492|136157|27689319|73084430|34552034|64963651|25949019|8837471|1673476|4315479|520291|48999|4248913|19644629|260021731
10|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at beginning of period|11|525609|167740|7881112|45887600|19237608|13334250|10411774|3960880|620977|2445924|181022|67867|787403|8064073|105509766
11|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at end of period|12|686927|185599|7437545|39877525|16873062|15857892|11768759|3598311|602304|2073766|290288|250522|910309|7725500|100412809
12|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premiums earned during the period|13|13841174|118298|28132886|79094505|36916580|62440009|24592034|9200040|1692149|4687637|411025|-133656|4126007|19983202|265118688
13|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Direct business|14|3084707|2310504|13240345|46936392|21060496|15603319|14623638|3103655|1325377|3789105|454061|1137160|692243|10501601|127361002
14|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|20274|0|9302|28179|269773|19191|45024|7365|-11|1350|0|0|6859|15563|407306
15|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (15 to 17)|18|20274|0|9302|28179|269773|19191|45024|7365|-11|1350|0|0|6859|15563|407306
18|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|83887|0|1971937|64562|2007385|301872|116704|236241|82582|1334881|0|0|23507|1677211|6223558
19|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|43957|0|29460|0|0|0|0|18147|0|157|0|0|0|18304|91721
20|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|343415|2291191|6974034|4170|370382|23215|75412|112065|-5|1226146|363249|1137160|81515|2920130|13001949
21|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (19 to 21)|22|471259|2291191|8975431|68732|2377767|325087|192116|366453|82577|2561184|363249|1137160|105022|4615645|19317228
22|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims settled|23|2633722|19313|4274216|46895839|18952502|15297423|14476546|2744567|1242789|1229271|90812|0|594080|5901519|108451080
23|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at end of period|24|3362653|164183|11635066|57615748|46471180|16176876|8603682|18322422|1962536|4044440|587338|0|1056154|25972890|170002278
24|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at beginning of period|25|3916954|90192|9839902|68256844|51997604|11456066|6705609|20503148|1163613|4862218|628239|0|964442|28121660|180384831
25|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims incurred|26|2079421|93304|6069380|36254743|13426078|20018233|16374619|563841|2041712|411493|49911|0|685792|3752749|98068527
26|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Management Expenses|27|3735132|2028377|13171485|16238895|8004083|14888837|5729776|2512503|388026|2052404|597800|614474|1127979|7293186|71089771
27|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Commissions|28|1372250|19814|12758854|12887777|4219075|14982346|3412386|1616892|360017|1063028|787130|200620|983448|5011135|54663637
28|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Reinsurance commissions|29|314307|929406|4958967|46577|231892|960231|16246|442128|12703|609419|744120|606962|138034|2553366|10010992
29|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net commissions incurred|30|1057943|-909592|7799887|12841200|3987183|14022115|3396140|1174764|347314|453609|43010|-406342|845414|2457769|44652645
30|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Other distribution expenses|31|218090|22705|1537131|2264557|1078776|2359129|708447|296141|49691|195121|91345|7457|176879|816634|9005469
31|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Underwriting gain / (loss)|32|6750588|-1116496|-444997|11495110|10420460|11151695|-1616948|4652791|-1134594|1575010|-371041|-349245|1289943|5662864|42302276
32|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|F. NET INVESTMENT INCOME|33|117241|103602|64798|-39412|-3819|-154123|23881|16526|902|33018|-4780|31143|-10904|65905|178073
33|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|G. OPERATING RESULT|34|6867829|-1012894|-380199|11455698|10416641|10997572|-1593067|4669317|-1133692|1608028|-375821|-318102|1279039|5728769|42480349
34|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net Loss Ratio|35|0.18808952006542837|0.14184360701249293|0.15436334855328152|0.6416666176366156|0.5485205878183611|0.23547665139694812|0.557884134271126|0.3105602270151721|0.7426392729862872|0.2848515773104214|0.1745407858294685|0.0|0.13981929025141254|0.300413868849343|0.41708467820329986
35|2015|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Movement in Net Claims Liabilities|36|-554301|73991|1795164|-10641096|-5526424|4720810|1898073|-2180726|798923|-817778|-40901|0|91712|-2148770|-10382553
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Direct business|1|14352033|9302105|60756869|71917887|36271198|70804636|26964883|11184952|1598482|7934535|3425880|2416602|5017074|31577525|321947136
1|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted in Singapore|2|115723|15|357657|15095|215223|51763|149403|46189|727|12464|2760|0|20487|82627|987506
2|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
3|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
4|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|GWP - Total (2 to 4)|5|115723|15|357657|15095|215223|51763|149403|46189|727|12464|2760|0|20487|82627|987506
5|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - In Singapore|6|432649|1192|18877902|1744172|1685212|3716546|167975|1065878|52087|2796154|64877|25201|631523|4635720|31261368
6|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other ASEAN countries|7|-14846|0|329795|0|0|1294|60794|0|0|8139|0|0|0|8139|385176
7|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - To other countries|8|1438607|9183445|13569367|30118|282424|113244|329988|1362801|1023|1224546|2689803|2361961|347201|7987335|32934528
8|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|RI ceded - Total (6 to 8)|9|1856410|9184637|32777064|1774290|1967636|3831084|558757|2428679|53110|4028839|2754680|2387162|978724|12631194|64581072
9|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net premiums written|10|12611346|117483|28337462|70158692|34518785|67025315|26555529|8802462|1546099|3918160|673960|29440|4058837|19028958|258353570
10|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at beginning of period|11|686927|185599|7437545|39877525|16873062|15857892|11768759|3598311|602304|2073766|290288|250522|910309|7725500|100412809
11|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premium liabilities at end of period|12|540947|202654|7440159|39559335|16329353|16901784|13434485|2996151|556813|1658770|322450|206803|904503|6645490|101054207
12|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Premiums earned during the period|13|12757326|100428|28334848|70476882|35062494|65981423|24889803|9404622|1591590|4333156|641798|73159|4064643|20108968|257712172
13|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Direct business|14|2037324|3775554|18739501|43315200|20086379|18221833|15853075|2470398|1388645|2166663|276477|40299116|1459948|48061247|170090113
14|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|80183|339|236996|2320|396995|4790|111488|5532|7504|13797|0|0|5443|32276|865387
15|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (15 to 17)|18|80183|339|236996|2320|396995|4790|111488|5532|7504|13797|0|0|5443|32276|865387
18|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|21899|0|4359909|157434|2576796|573864|126687|637091|440739|925869|0|0|137663|2141362|9957951
19|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|0|0|5|0|0|0|0|0|0|62|0|0|0|62|67
20|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|349856|3767021|7510478|2069|397534|46579|80991|135114|0|302084|221182|40299116|134529|41092025|53246553
21|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Gross claims settled - Total (19 to 21)|22|371755|3767021|11870392|159503|2974330|620443|207678|772205|440739|1228015|221182|40299116|272192|43233449|63204571
22|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims settled|23|1745752|8872|7106105|43158017|17509044|17606180|15756885|1703725|955410|952445|55295|0|1193199|4860074|107750929
23|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at end of period|24|2958389|221675|8990761|56874901|42693831|15985498|8477113|14755452|1071605|4591258|150837|0|1287040|21856192|158058360
24|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Claims liabilities at beginning of period|25|3362653|164183|11635066|57615748|46471180|16176876|8603682|18322422|1962536|4044440|587338|0|1056154|25972890|170002278
25|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net claims incurred|26|1341488|66364|4461800|42417170|13731695|17414802|15630316|-1863245|64479|1499263|-381206|0|1424085|743376|95807011
26|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Management Expenses|27|3694501|2375399|15606267|18368879|9317209|18093963|6923932|2867996|408376|2029354|875541|617106|1286394|8084767|82464917
27|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Commissions|28|1257721|36730|13189547|11745351|4403068|15606252|3469808|1616842|321968|1021681|1060606|160934|940666|5122697|54831174
28|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Reinsurance commissions|29|241698|934657|4524517|76905|206295|857193|15453|417368|6102|530704|985798|490984|139418|2570374|9427092
29|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net commissions incurred|30|1016023|-897927|8665030|11668446|4196773|14749059|3454355|1199474|315866|490977|74808|-330050|801248|2552323|45404082
30|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Other distribution expenses|31|501682|322559|1986598|2494340|1265199|2457008|940212|389450|55454|275569|118891|83798|174682|1097844|11065442
31|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Underwriting gain / (loss)|32|6203632|-1765967|-2384847|-4471953|6551618|13266591|-2059012|6810947|747415|37993|-46236|-297695|378234|7630658|22970720
32|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|F. NET INVESTMENT INCOME|33|550580|353998|2325754|2737457|1388515|2696487|1031852|427409|60859|302428|130479|91965|191709|1204849|12289492
33|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|G. OPERATING RESULT|34|6754212|-1411969|-59093|-1734496|7940133|15963078|-1027160|7238356|808274|340421|84243|-205730|569943|8835507|35260212
34|2016|I850G|MSIG INSURANCE (SINGAPORE) PTE. LTD.|Net Loss Ratio|35|0.13842709572792627|0.07551730888724326|0.250767164681156|0.6151485406825999|0.507232337407009|0.26267955622439076|0.5933560954481456|0.19355096335547942|0.6179487859444964|0.24308476427710968|0.08204492848240251|0.0|0.2939755895592752|0.25540410567935456|0.4170676991225629
